,Text,Text1,giải_trí,lưu_trú,nhà_hàng,ăn_uống,di_chuyển,mua_sắm,Label1,Pair,Count,Label
32,"nhân_viên nhiệt_tình , phong_cách hiện_đại . phòng_ban công view phố đẹp , phòng mới sạch_sẽ .",lưu_trú,0,5,0,0,0,0,relate,"nhân_viên nhiệt_tình , phong_cách hiện_đại . phòng_ban công view phố đẹp , phòng mới sạch_sẽ . lưu_trú",17,5
33,"quên nói về thức_ăn kêu nhum gì mà thê_thảm , không béo gì hết , chỉ 1 màng mỏng , ăn_không cảm_nhận được gì luôn , tôm mũ_ni giá 2 tr2 kg vậy_mà lúc chế_biến không hề đem lên cho khách xem , lúc order thì pv nói 1 con chỉ khoảng mấy lạng cuối_cùng tính tiền 1 con gần cả ký_lô nói_chung tránh xa quán này ra",ăn_uống,0,0,0,1,0,0,relate,"quên nói về thức_ăn kêu nhum gì mà thê_thảm , không béo gì hết , chỉ 1 màng mỏng , ăn_không cảm_nhận được gì luôn , tôm mũ_ni giá 2 tr2 kg vậy_mà lúc chế_biến không hề đem lên cho khách xem , lúc order thì pv nói 1 con chỉ khoảng mấy lạng cuối_cùng tính tiền 1 con gần cả ký_lô nói_chung tránh xa quán này ra ăn_uống",72,1
34,"quán hơi chật , mà có đồ nướng với lẩu nữa , nên hơi bị ám mùi sau khi ăn xong . nhưng được_cái quán cũng khá sạch_sẽ . kiểu đồ_ăn tây nhưng giá tiền lại việt_nam . đồ_ăn ổn , piza rất thơm và ngon , nhiều phomai nên mềm lắm . ba người ăn một cái là đủ rồi , đã cơn thèm . món nướng thì ngon có nhiều lọi thịt như bò , ba_rọi , đà_điểu để mình chọn , nướng cuộn với xà_lách tươi xanh chấm nước_tương kiểu hàn_quốc mà ngon lắm . quán khá đông khách nên phục_vụ hơi chậm . nhưng mình vẫn sẽ quay lại",ăn_uống,0,0,0,4,0,0,relate,"quán hơi chật , mà có đồ nướng với lẩu nữa , nên hơi bị ám mùi sau khi ăn xong . nhưng được_cái quán cũng khá sạch_sẽ . kiểu đồ_ăn tây nhưng giá tiền lại việt_nam . đồ_ăn ổn , piza rất thơm và ngon , nhiều phomai nên mềm lắm . ba người ăn một cái là đủ rồi , đã cơn thèm . món nướng thì ngon có nhiều lọi thịt như bò , ba_rọi , đà_điểu để mình chọn , nướng cuộn với xà_lách tươi xanh chấm nước_tương kiểu hàn_quốc mà ngon lắm . quán khá đông khách nên phục_vụ hơi chậm . nhưng mình vẫn sẽ quay lại ăn_uống",119,4
35,đến một_vài lần vào buổi tối để chơi bóng_bàn với du_khách . thật vui .,giải_trí,4,0,0,0,0,0,relate,đến một_vài lần vào buổi tối để chơi bóng_bàn với du_khách . thật vui . giải_trí,16,4
36,"gia_đình mình có trẻ_con nên ở phòng đôi không có bồn_tắm , nhưng khách_sạn linh_động cho mình phòng đôi có bồn_tắm trẻ_con tắm thoải mái.nhân viên lễ_tân nhiệt_tình , lễ_phép . vị_trí thuận_tiện , đi bộ 2p là đến vincom , 3p là ra đến biển , khá gần đường chính .",lưu_trú,0,5,0,0,5,0,relate,"gia_đình mình có trẻ_con nên ở phòng đôi không có bồn_tắm , nhưng khách_sạn linh_động cho mình phòng đôi có bồn_tắm trẻ_con tắm thoải mái.nhân viên lễ_tân nhiệt_tình , lễ_phép . vị_trí thuận_tiện , đi bộ 2p là đến vincom , 3p là ra đến biển , khá gần đường chính . lưu_trú",58,5
37,"gia_đình mình có trẻ_con nên ở phòng đôi không có bồn_tắm , nhưng khách_sạn linh_động cho mình phòng đôi có bồn_tắm trẻ_con tắm thoải mái.nhân viên lễ_tân nhiệt_tình , lễ_phép . vị_trí thuận_tiện , đi bộ 2p là đến vincom , 3p là ra đến biển , khá gần đường chính .",di_chuyển,0,5,0,0,5,0,relate,"gia_đình mình có trẻ_con nên ở phòng đôi không có bồn_tắm , nhưng khách_sạn linh_động cho mình phòng đôi có bồn_tắm trẻ_con tắm thoải mái.nhân viên lễ_tân nhiệt_tình , lễ_phép . vị_trí thuận_tiện , đi bộ 2p là đến vincom , 3p là ra đến biển , khá gần đường chính . di_chuyển",58,5
38,không có lote_mart nên phải đến siêu_thị big c . bình_thường,mua_sắm,0,0,0,0,0,4,relate,không có lote_mart nên phải đến siêu_thị big c . bình_thường mua_sắm,14,4
39,người thợ bản_xứ này biết tiếng anh khá tốt theo tiêu_chuẩn việt_nam . anh ấy rất thân_thiện và đã đưa ra mức giá rẻ nhất mà chúng_tôi có cho đến nay trong kỳ nghỉ của mình . anh ấy cũng cho chúng_tôi những lời khuyên tuyệt_vời về xe_máy nói_chung .,di_chuyển,0,0,0,0,5,0,relate,người thợ bản_xứ này biết tiếng anh khá tốt theo tiêu_chuẩn việt_nam . anh ấy rất thân_thiện và đã đưa ra mức giá rẻ nhất mà chúng_tôi có cho đến nay trong kỳ nghỉ của mình . anh ấy cũng cho chúng_tôi những lời khuyên tuyệt_vời về xe_máy nói_chung . di_chuyển,52,5
40,"giá tiền tô có nhiều chả , ăn vừa_miệng , khá ngon . quán có bà ngoài và một anh bán , bà ngoại đã già nhưng vẫn ngồi bếp múc bánh_canh bán cho khách , còn anh thanh_niên thì phụ bưng_bê . có điểm trừ là quán hơi nóng",ăn_uống,0,0,0,4,0,0,relate,"giá tiền tô có nhiều chả , ăn vừa_miệng , khá ngon . quán có bà ngoài và một anh bán , bà ngoại đã già nhưng vẫn ngồi bếp múc bánh_canh bán cho khách , còn anh thanh_niên thì phụ bưng_bê . có điểm trừ là quán hơi nóng ăn_uống",51,4
41,"vào siêu_thị mà bị bảo_vệ đi theo sau từ ngoài cổng cho tới mỗi khu_vực quầy hàng , cảm_giác rất khó_chịu",mua_sắm,0,0,0,0,0,3,relate,"vào siêu_thị mà bị bảo_vệ đi theo sau từ ngoài cổng cho tới mỗi khu_vực quầy hàng , cảm_giác rất khó_chịu mua_sắm",22,3
42,"nhắc đến hải_sản thì không_thể không nhắc đến quy nhơn , là thành_phố biển với nhiều cảng , đầm , vịnh . quy nhơn mang lợi_thế cực lớn về nguồn hải_sản , đó cũng là lý_do có nhiều quán hải_sản giá rẻ nhưng cực tươi ngon ở đây . nghĩa ghẹ là một trong những quán như_vậy , nằm ở một con đường nhỏ , khuất và không_gian quán không quá rộng . tuy_nhiên lại là nơi tụ_tập rất đông bạn trẻ địa_phương bởi quán chế_biến khá ngon , nước_chấm đậm_đà , hải_sản tươi_sống và đặc_biệt là giá rất hạt_dẻ . menu không cố_định vì hải_sản tươi_sống thay_đổi liên_tục , nhưng đảm_bảo món gì cũng ngon bá cháy . buổi trưa sẽ ít khách hơn ngồi rộng_rãi thoải_mái , buổi chiều đến tối thì rất đông nhưng vui",ăn_uống,0,0,0,5,0,0,relate,"nhắc đến hải_sản thì không_thể không nhắc đến quy nhơn , là thành_phố biển với nhiều cảng , đầm , vịnh . quy nhơn mang lợi_thế cực lớn về nguồn hải_sản , đó cũng là lý_do có nhiều quán hải_sản giá rẻ nhưng cực tươi ngon ở đây . nghĩa ghẹ là một trong những quán như_vậy , nằm ở một con đường nhỏ , khuất và không_gian quán không quá rộng . tuy_nhiên lại là nơi tụ_tập rất đông bạn trẻ địa_phương bởi quán chế_biến khá ngon , nước_chấm đậm_đà , hải_sản tươi_sống và đặc_biệt là giá rất hạt_dẻ . menu không cố_định vì hải_sản tươi_sống thay_đổi liên_tục , nhưng đảm_bảo món gì cũng ngon bá cháy . buổi trưa sẽ ít khách hơn ngồi rộng_rãi thoải_mái , buổi chiều đến tối thì rất đông nhưng vui ăn_uống",141,5
43,pig c giá thì có rẻ . nhưng hàng khuyến_mãi thì mua về không dùng được.đặt biệt là đồ_ăn khuyến_mãi hạn_dùng còn lâu mà mua về mấy bì hư hết trọi.mình bị 2 lần rồi . lần trước mua trúng đồ hết hạn mang_qua_trả_lại không chịu trả lại tiền mà biểu mình mua món đồ khác sao cho đủ tiền.vãi thật,mua_sắm,0,0,0,0,0,2,relate,pig c giá thì có rẻ . nhưng hàng khuyến_mãi thì mua về không dùng được.đặt biệt là đồ_ăn khuyến_mãi hạn_dùng còn lâu mà mua về mấy bì hư hết trọi.mình bị 2 lần rồi . lần trước mua trúng đồ hết hạn mang_qua_trả_lại không chịu trả lại tiền mà biểu mình mua món đồ khác sao cho đủ tiền.vãi thật mua_sắm,73,2
44,"mình hay ghé nhà_hàng ngon ở_trần hưng đạo để dùng_bữa với bạn_bè và đối_tác . ở đây có không_gian rộng_rãi , thoáng mát , lịch_sự . các món ăn cũng đa_dạng , và được chế_biến dễ_chịu .",nhà_hàng,0,0,5,5,0,0,relate,"mình hay ghé nhà_hàng ngon ở_trần hưng đạo để dùng_bữa với bạn_bè và đối_tác . ở đây có không_gian rộng_rãi , thoáng mát , lịch_sự . các món ăn cũng đa_dạng , và được chế_biến dễ_chịu . nhà_hàng",38,5
45,"mình hay ghé nhà_hàng ngon ở_trần hưng đạo để dùng_bữa với bạn_bè và đối_tác . ở đây có không_gian rộng_rãi , thoáng mát , lịch_sự . các món ăn cũng đa_dạng , và được chế_biến dễ_chịu .",ăn_uống,0,0,5,5,0,0,relate,"mình hay ghé nhà_hàng ngon ở_trần hưng đạo để dùng_bữa với bạn_bè và đối_tác . ở đây có không_gian rộng_rãi , thoáng mát , lịch_sự . các món ăn cũng đa_dạng , và được chế_biến dễ_chịu . ăn_uống",38,5
46,"đón xe taxi vinasun ở sân_bay tân_sơn nhất ga quốc_nội , nghe thấy gần bắt_đầu đổi thái_độ hung_hãn , không phải nói_chuyện mà chửi vào mặt khách , lái_xe thì lao như_điên và thắng gấp liên_tục với sự_cố ý , đạp thắng liên_tục chỉ trong 10m . ngay vòng xoay bùng_binh , quẹo trái bất_chấp , tưởng_chừng tông xe luôn rồi . đến_nơi , hỏi giá thì không thèm trả_lời . mình nhìn lên thấy 36.000 thì đưa 40.000 , tài_xế quay lại hét vào mặt 36 với 10 là 46.000",giải_trí,1,0,0,0,1,0,relate,"đón xe taxi vinasun ở sân_bay tân_sơn nhất ga quốc_nội , nghe thấy gần bắt_đầu đổi thái_độ hung_hãn , không phải nói_chuyện mà chửi vào mặt khách , lái_xe thì lao như_điên và thắng gấp liên_tục với sự_cố ý , đạp thắng liên_tục chỉ trong 10m . ngay vòng xoay bùng_binh , quẹo trái bất_chấp , tưởng_chừng tông xe luôn rồi . đến_nơi , hỏi giá thì không thèm trả_lời . mình nhìn lên thấy 36.000 thì đưa 40.000 , tài_xế quay lại hét vào mặt 36 với 10 là 46.000 giải_trí",96,1
47,"đón xe taxi vinasun ở sân_bay tân_sơn nhất ga quốc_nội , nghe thấy gần bắt_đầu đổi thái_độ hung_hãn , không phải nói_chuyện mà chửi vào mặt khách , lái_xe thì lao như_điên và thắng gấp liên_tục với sự_cố ý , đạp thắng liên_tục chỉ trong 10m . ngay vòng xoay bùng_binh , quẹo trái bất_chấp , tưởng_chừng tông xe luôn rồi . đến_nơi , hỏi giá thì không thèm trả_lời . mình nhìn lên thấy 36.000 thì đưa 40.000 , tài_xế quay lại hét vào mặt 36 với 10 là 46.000",di_chuyển,1,0,0,0,1,0,relate,"đón xe taxi vinasun ở sân_bay tân_sơn nhất ga quốc_nội , nghe thấy gần bắt_đầu đổi thái_độ hung_hãn , không phải nói_chuyện mà chửi vào mặt khách , lái_xe thì lao như_điên và thắng gấp liên_tục với sự_cố ý , đạp thắng liên_tục chỉ trong 10m . ngay vòng xoay bùng_binh , quẹo trái bất_chấp , tưởng_chừng tông xe luôn rồi . đến_nơi , hỏi giá thì không thèm trả_lời . mình nhìn lên thấy 36.000 thì đưa 40.000 , tài_xế quay lại hét vào mặt 36 với 10 là 46.000 di_chuyển",96,1
48,"điểm mua_sắm lâu_đời ở quy nhơn và các huyện_thị lân_cận . đầy_đủ và bình_ổn giá . vào dịp tết rất nhộn_nhịp , nằm ngay trung_tâm dễ tìm , có bus đi ngang .",mua_sắm,0,0,0,0,0,4,relate,"điểm mua_sắm lâu_đời ở quy nhơn và các huyện_thị lân_cận . đầy_đủ và bình_ổn giá . vào dịp tết rất nhộn_nhịp , nằm ngay trung_tâm dễ tìm , có bus đi ngang . mua_sắm",35,4
49,"sân_bay cách trung_tâm tp quy nhơn khoảng giá tiền hơi bất_tiện trong việc đi_lại . tuy_nhiên sân_bay rộng , đẹp . phòng chờ vip rông rãi .",ăn_uống,0,0,0,3,0,0,relate,"sân_bay cách trung_tâm tp quy nhơn khoảng giá tiền hơi bất_tiện trong việc đi_lại . tuy_nhiên sân_bay rộng , đẹp . phòng chờ vip rông rãi . ăn_uống",30,3
50,"từ khắp_nơi trên thế_giới khi đến việt_nam họ đều tìm đến với dịch_vụ cho thuê xe_máy xuân tính và đều rất hài_lòng và giới_thiệu cho bạn_bè về dịch_vụ này ưu_điểm của dịch_vụ này là vừa sửa xe kết_hợp cho thuê xe_máy , xe mới , giá_cả lại rẻ lại tư_vấn các dịch_vụ như lưu_trú ăn_uống miễn_phí cho du_khách",di_chuyển,0,0,0,0,4,0,relate,"từ khắp_nơi trên thế_giới khi đến việt_nam họ đều tìm đến với dịch_vụ cho thuê xe_máy xuân tính và đều rất hài_lòng và giới_thiệu cho bạn_bè về dịch_vụ này ưu_điểm của dịch_vụ này là vừa sửa xe kết_hợp cho thuê xe_máy , xe mới , giá_cả lại rẻ lại tư_vấn các dịch_vụ như lưu_trú ăn_uống miễn_phí cho du_khách di_chuyển",60,4
51,cảnh quang chưa đep . nếu được mở_rộng thêm . khắc các câu_thơ hoàng mặc tử và các ban thơ . tạo ra các điểm nhấn sinh_động . vệ_sinh môi_trường quá nhớp,giải_trí,3,0,0,0,0,0,relate,cảnh quang chưa đep . nếu được mở_rộng thêm . khắc các câu_thơ hoàng mặc tử và các ban thơ . tạo ra các điểm nhấn sinh_động . vệ_sinh môi_trường quá nhớp giải_trí,35,3
52,nhiều món . giá_cả phù_hợp . phục_vụ chu_đáo .,ăn_uống,0,0,0,5,0,0,relate,nhiều món . giá_cả phù_hợp . phục_vụ chu_đáo . ăn_uống,10,5
53,"phòng thoải_mái , khá rộng , có bếp và dụng_cụ có_thể nấu_ăn chung . tiện_nghi đầy_đủ giá tốt",lưu_trú,0,5,0,0,0,0,relate,"phòng thoải_mái , khá rộng , có bếp và dụng_cụ có_thể nấu_ăn chung . tiện_nghi đầy_đủ giá tốt lưu_trú",19,5
54,"mình muốn tạo bất ngờ cho vợ nên nhờ các bạn setup phòng tình nhân thật sự các bạn đã làm cho vc mình bất ngờ , vợ mình đã rất vui . cảm ơn các bạn raon",lưu_trú,0,5,0,0,0,0,relate,"mình muốn tạo bất ngờ cho vợ nên nhờ các bạn setup phòng tình nhân thật sự các bạn đã làm cho vc mình bất ngờ , vợ mình đã rất vui . cảm ơn các bạn raon lưu_trú",94,5
55,phòng rộng . sạch_sẽ . có_thể ở tới 4 người,lưu_trú,0,5,0,0,0,0,relate,phòng rộng . sạch_sẽ . có_thể ở tới 4 người lưu_trú,11,5
56,"vị_trí đep , ngay đối_diện với cổng dh quy nhơn . hơi nhỏ nhưng với vị_trí như_vậy thì cũng là quá tốt",lưu_trú,0,4,0,0,0,0,relate,"vị_trí đep , ngay đối_diện với cổng dh quy nhơn . hơi nhỏ nhưng với vị_trí như_vậy thì cũng là quá tốt lưu_trú",26,4
